id,vecmodel_id,brand_id/id,name,old_model_code
product_model_400262,400262,product_brand_0000001227,"DT125, O1W",
product_model_400263,400263,product_brand_0000001227,"DT125, O1W",
product_model_400264,400264,product_brand_0000001227,"DT125, O1W",
product_model_400265,400265,product_brand_0000001227,"DT125, O1W",
product_model_400266,400266,product_brand_0000001227,RS100,
product_model_400267,400267,product_brand_0000001227,RS100,
product_model_400268,400268,product_brand_0000001227,CRYPTON,
product_model_400269,400269,product_brand_0000001227,"CRYPTON R, S",
product_model_400270,400270,product_brand_0000001227,"CRYPTON R,S",
product_model_400271,400271,product_brand_0000001227,"DT15, DISC",
product_model_400272,400272,product_brand_0000001227,RXT135,
product_model_400273,400273,product_brand_0000001227,RXT135,
product_model_400274,400274,product_brand_0000001227,"O1W, RXT, RS125",
product_model_400275,400275,product_brand_0000001227,"O1W, RXT135",
product_model_400276,400276,product_brand_0000001227,RXT135,
product_model_400277,400277,product_brand_0000001227,"DT125, O1W, RXT",
product_model_400278,400278,product_brand_0000001227,RXT135,
product_model_400279,400279,product_brand_0000001227,RXT135,
product_model_400280,400280,product_brand_0000001227,"CRYPTON R, S",
product_model_400281,400281,product_brand_0000001227,"CRYPTON R,S",
product_model_400282,400282,product_brand_0000001227,"CRYPTON R,S",
product_model_400283,400283,product_brand_0000001227,RS100,
product_model_400284,400284,product_brand_0000001227,V50,
product_model_400285,400285,product_brand_0000001227,V50,
product_model_400286,400286,product_brand_0000001227,DT100X,
product_model_400287,400287,product_brand_0000001227,DT100X,
product_model_400288,400288,product_brand_0000001227,DT100X,
product_model_400289,400289,product_brand_0000001227,RXT135,
product_model_400290,400290,product_brand_0000001227,"RS100, O1W",
product_model_400291,400291,product_brand_0000001227,"DT125, O1W, RXT, STX",
product_model_400292,400292,product_brand_0000001227,YL2DX,
product_model_400293,400293,product_brand_0000001227,"RS100, YL2DX",
product_model_400294,400294,product_brand_0000001227,YL2,
product_model_400295,400295,product_brand_0000001227,YL2,
product_model_400296,400296,product_brand_0000001227,YL2,
product_model_400297,400297,product_brand_0000001227,RXT135,
product_model_400298,400298,product_brand_0000001227,RS100,
product_model_400299,400299,product_brand_0000001227,"DT125, O1W",
product_model_400300,400300,product_brand_0000001227,RX80,
product_model_400301,400301,product_brand_0000001227,RXT135,
product_model_400302,400302,product_brand_0000001227,"DT125, O1W",
product_model_400303,400303,product_brand_0000001227,"DT125, O1W",
product_model_400304,400304,product_brand_0000001227,"RS100,RXT135",
product_model_400305,400305,product_brand_0000001227,YL2,
product_model_400306,400306,product_brand_0000001227,"RS100, DT100X",
product_model_400307,400307,product_brand_0000001227,RXT135,
product_model_400308,400308,product_brand_0000001227,"DT125, O1W",
product_model_400309,400309,product_brand_0000001227,COMMON,
product_model_400310,400310,product_brand_0000001227,RS100,
product_model_400311,400311,product_brand_0000001227,RXT135,
product_model_400312,400312,product_brand_0000001227,"DT125, O1W",
product_model_400313,400313,product_brand_0000001227,"DT125, O1W, RS100",
product_model_400314,400314,product_brand_0000001227,FORCE 1,
product_model_400315,400315,product_brand_0000001227,"DT125, O1W",
product_model_400316,400316,product_brand_0000001227,"RS100, O1W",
product_model_400317,400317,product_brand_0000001227,COMMON,
product_model_400318,400318,product_brand_0000001227,"RS100, RXT, O1W",
product_model_400319,400319,product_brand_0000001227,"DT125, O1W",
product_model_400320,400320,product_brand_0000001227,"DT125, O1W",
product_model_400321,400321,product_brand_0000001227,"DT125, O1W",
product_model_400322,400322,product_brand_0000001227,RS100,
product_model_400323,400323,product_brand_0000001227,RS100,
product_model_400324,400324,product_brand_0000001227,RS100,
product_model_400325,400325,product_brand_0000001227,RS100,
product_model_400326,400326,product_brand_0000001227,YL2,
product_model_400327,400327,product_brand_0000001227,RXT135,
product_model_400328,400328,product_brand_0000001227,DT100X,
product_model_400329,400329,product_brand_0000001227,RS100,
product_model_400330,400330,product_brand_0000001227,RXT135,
product_model_400331,400331,product_brand_0000001227,MA50,
product_model_400332,400332,product_brand_0000001227,"DT125, O1W",
product_model_400333,400333,product_brand_0000001227,YL2,
product_model_400334,400334,product_brand_0000001227,RS100,
product_model_400335,400335,product_brand_0000001227,COMMON,
product_model_400336,400336,product_brand_0000001227,COMMON,
product_model_400337,400337,product_brand_0000001227,COMMON,
product_model_400338,400338,product_brand_0000001227,COMMON,
product_model_400339,400339,product_brand_0000001227,COMMON,
product_model_400340,400340,product_brand_0000001227,COMMON,
product_model_400341,400341,product_brand_0000001227,COMMON,
product_model_400342,400342,product_brand_0000001227,COMMON,
product_model_400343,400343,product_brand_0000001227,RS100,
product_model_400344,400344,product_brand_0000001227,COMMON,
product_model_400345,400345,product_brand_0000001227,COMMON,
product_model_400346,400346,product_brand_0000001227,YL2,
product_model_400347,400347,product_brand_0000001227,COMMON,
product_model_400348,400348,product_brand_0000001227,V50,
product_model_400349,400349,product_brand_0000001227,"YL2, RS100",
product_model_400350,400350,product_brand_0000001227,DT175,
product_model_400351,400351,product_brand_0000001227,"O1W, RXT",
product_model_400352,400352,product_brand_0000001227,O1W,
product_model_400353,400353,product_brand_0000001227,MA50,
product_model_400354,400354,product_brand_0000001227,V50,
product_model_400355,400355,product_brand_0000001227,RS100,
product_model_400356,400356,product_brand_0000001227,"DT125, O1W",
product_model_400357,400357,product_brand_0000001227,"RS100,RXT135,DT100",
product_model_400358,400358,product_brand_0000001227,"DT125, O1W",
product_model_400359,400359,product_brand_0000001227,"DT125, O1W",
product_model_400360,400360,product_brand_0000001227,RS100,
product_model_400361,400361,product_brand_0000001227,"DT125, O1W",
product_model_400362,400362,product_brand_0000001227,RS100,
product_model_400363,400363,product_brand_0000001227,DT125 DISC,
product_model_400364,400364,product_brand_0000001227,RXT135,
product_model_400365,400365,product_brand_0000001227,"DT125, O1W",
product_model_400366,400366,product_brand_0000001227,RS100,
product_model_400367,400367,product_brand_0000001227,YL2,
product_model_400368,400368,product_brand_0000001227,"DT100, OIU",
product_model_400369,400369,product_brand_0000001227,YL2,
product_model_400370,400370,product_brand_0000001227,RS100,
product_model_400371,400371,product_brand_0000001227,YL2GF,
product_model_400373,400373,product_brand_0000001227,O1W,
product_model_400374,400374,product_brand_0000001227,"DT125, O1W",
product_model_400375,400375,product_brand_0000001227,DT125,
product_model_400376,400376,product_brand_0000001227,O1W,
product_model_400377,400377,product_brand_0000001227,O1W,
product_model_400378,400378,product_brand_0000001227,RS100,
product_model_400379,400379,product_brand_0000001227,"RXT135, RS100, COMMON",
product_model_400380,400380,product_brand_0000001227,V50,
product_model_400381,400381,product_brand_0000001227,DT125,
product_model_400382,400382,product_brand_0000001227,O1W,
product_model_400383,400383,product_brand_0000001227,O1W,
product_model_400384,400384,product_brand_0000001227,MA50,
product_model_400385,400385,product_brand_0000001227,DT100X,
product_model_400386,400386,product_brand_0000001227,RS100,
product_model_400387,400387,product_brand_0000001227,RS125,
product_model_400388,400388,product_brand_0000001227,V50 CD1,
product_model_400389,400389,product_brand_0000001227,O1W,
product_model_400390,400390,product_brand_0000001227,DT175,
product_model_400391,400391,product_brand_0000001227,RS100,
product_model_400392,400392,product_brand_0000001227,RS100,
product_model_400393,400393,product_brand_0000001227,RXT135,
product_model_400394,400394,product_brand_0000001227,RXT135,
product_model_400395,400395,product_brand_0000001227,YL2,
product_model_400396,400396,product_brand_0000001227,O1W,
product_model_400397,400397,product_brand_0000001227,O1W,
product_model_400398,400398,product_brand_0000001227,"DT125, O1W",
product_model_400399,400399,product_brand_0000001227,O1W,
product_model_400400,400400,product_brand_0000001227,O1W,
product_model_400401,400401,product_brand_0000001227,RS100,
product_model_400402,400402,product_brand_0000001227,RS100,
product_model_400403,400403,product_brand_0000001227,YL2,
product_model_400404,400404,product_brand_0000001227,"DT125, O1W",
product_model_400405,400405,product_brand_0000001227,RS100,
product_model_400406,400406,product_brand_0000001227,"DT125, O1W",
product_model_400407,400407,product_brand_0000001227,"DT125, O1W,STX125",
product_model_400408,400408,product_brand_0000001227,MA50,
product_model_400409,400409,product_brand_0000001227,V50,
product_model_400410,400410,product_brand_0000001227,"YA7, YA6",
product_model_400411,400411,product_brand_0000001227,V80,
product_model_400412,400412,product_brand_0000001227,DT125,
product_model_400413,400413,product_brand_0000001227,DT125 DISC,
product_model_400414,400414,product_brand_0000001227,RS100,
product_model_400415,400415,product_brand_0000001227,YL2DX,
product_model_400416,400416,product_brand_0000001227,"DT125, O1W",
product_model_400417,400417,product_brand_0000001227,O1W,
product_model_400418,400418,product_brand_0000001227,V50,
product_model_400419,400419,product_brand_0000001227,O1W,
product_model_400420,400420,product_brand_0000001227,O1W,
product_model_400421,400421,product_brand_0000001227,RS100,
product_model_400422,400422,product_brand_0000001227,O1W,
product_model_400423,400423,product_brand_0000001227,DT125,
product_model_400424,400424,product_brand_0000001227,YL2,
product_model_400425,400425,product_brand_0000001227,YL2,
product_model_400426,400426,product_brand_0000001227,O1W,
product_model_400427,400427,product_brand_0000001227,MA150,
product_model_400428,400428,product_brand_0000001227,O1W,
product_model_400429,400429,product_brand_0000001227,YL2,
product_model_400430,400430,product_brand_0000001227,RS100,
product_model_400431,400431,product_brand_0000001227,"YL2, RS100",
product_model_400432,400432,product_brand_0000001227,RS100,
product_model_400433,400433,product_brand_0000001227,"YL2GF, DX",
product_model_400434,400434,product_brand_0000001227,"DT125, DT175",
product_model_400435,400435,product_brand_0000001227,MA50,
product_model_400436,400436,product_brand_0000001227,"DT125, O1W",
product_model_400437,400437,product_brand_0000001227,O1W,
product_model_400438,400438,product_brand_0000001227,O1W,
product_model_400439,400439,product_brand_0000001227,RS100,
product_model_400440,400440,product_brand_0000001227,O1W,
product_model_400441,400441,product_brand_0000001227,O1W,
product_model_400442,400442,product_brand_0000001227,O1W,
product_model_400443,400443,product_brand_0000001227,XT250,
product_model_400444,400444,product_brand_0000001227,DT125 DISC,
product_model_400445,400445,product_brand_0000001227,O1W,
product_model_400446,400446,product_brand_0000001227,O1W,
product_model_400447,400447,product_brand_0000001227,DT125G,
product_model_400448,400448,product_brand_0000001227,RS100,
product_model_400449,400449,product_brand_0000001227,O1W,
product_model_400450,400450,product_brand_0000001227,O1W,
product_model_400451,400451,product_brand_0000001227,"DT125G, O1W",
product_model_400452,400452,product_brand_0000001227,DT125,
product_model_400453,400453,product_brand_0000001227,DT125,
product_model_400454,400454,product_brand_0000001227,FORCE 1,
product_model_400455,400455,product_brand_0000001227,DT125,
product_model_400456,400456,product_brand_0000001227,YL2,
product_model_400457,400457,product_brand_0000001227,DT100X,
product_model_400458,400458,product_brand_0000001227,DT125G,
product_model_400459,400459,product_brand_0000001227,RS100,
product_model_400460,400460,product_brand_0000001227,O1W,
product_model_400461,400461,product_brand_0000001227,YL2,
product_model_400462,400462,product_brand_0000001227,"DT100X, RS100",
product_model_400463,400463,product_brand_0000001227,YA7,
product_model_400464,400464,product_brand_0000001227,"RS100, DT100X",
product_model_400465,400465,product_brand_0000001227,YL2,
product_model_400466,400466,product_brand_0000001227,"DT100X, RS100",
product_model_400467,400467,product_brand_0000001227,O1W,
product_model_400468,400468,product_brand_0000001227,O1W,
product_model_400469,400469,product_brand_0000001227,V50,
product_model_400470,400470,product_brand_0000001227,"DT125G, DT175",
product_model_400471,400471,product_brand_0000001227,YL2,
product_model_400472,400472,product_brand_0000001227,RS100,
product_model_400473,400473,product_brand_0000001227,"DT100X, RS100",
product_model_400474,400474,product_brand_0000001227,RS100,
product_model_400475,400475,product_brand_0000001227,YL2,
product_model_400476,400476,product_brand_0000001227,RS100,
product_model_400477,400477,product_brand_0000001227,RS100,
product_model_400478,400478,product_brand_0000001227,"O1W, DT125, DT100X",
product_model_400479,400479,product_brand_0000001227,RS100,
product_model_400480,400480,product_brand_0000001227,RS100,
product_model_400481,400481,product_brand_0000001227,DT125G,
product_model_400482,400482,product_brand_0000001227,RS100,
product_model_400483,400483,product_brand_0000001227,RS100,
product_model_400484,400484,product_brand_0000001227,RS100,
product_model_400485,400485,product_brand_0000001227,RS100,
product_model_400486,400486,product_brand_0000001227,RS100,
product_model_400487,400487,product_brand_0000001227,RS100,
product_model_400488,400488,product_brand_0000001227,COMMON,
product_model_400489,400489,product_brand_0000001227,COMMON,
product_model_400490,400490,product_brand_0000001227,COMMON,
product_model_400491,400491,product_brand_0000001227,COMMON,
product_model_400492,400492,product_brand_0000001227,COMMON,
product_model_400493,400493,product_brand_0000001227,COMMON,
product_model_400494,400494,product_brand_0000001227,COMMON,
product_model_400495,400495,product_brand_0000001227,"DT125, O1W",
product_model_400496,400496,product_brand_0000001227,"DT125S, O1W",
product_model_400497,400497,product_brand_0000001227,CRYPTON,
product_model_400498,400498,product_brand_0000001227,YL2,
product_model_400499,400499,product_brand_0000001227,DT175,
product_model_400500,400500,product_brand_0000001227,CRYPTON,
product_model_400501,400501,product_brand_0000001227,XT225,
product_model_400502,400502,product_brand_0000001227,O1W,
product_model_400503,400503,product_brand_0000001227,O1W,
product_model_400504,400504,product_brand_0000001227,"FORCE 1, RS100",
product_model_400505,400505,product_brand_0000001227,RS100,
product_model_400506,400506,product_brand_0000001227,"DT125, O1W",
product_model_400507,400507,product_brand_0000001227,RX135,
product_model_400508,400508,product_brand_0000001227,RS100,
product_model_400509,400509,product_brand_0000001227,COMMON,
product_model_400510,400510,product_brand_0000001227,COMMON,
product_model_400511,400511,product_brand_0000001227,COMMON,
product_model_400512,400512,product_brand_0000001227,COMMON,
product_model_400513,400513,product_brand_0000001227,COMMOM,
product_model_400514,400514,product_brand_0000001227,COMMON,
product_model_400515,400515,product_brand_0000001227,COMMON,
product_model_400516,400516,product_brand_0000001227,COMMON,
product_model_400517,400517,product_brand_0000001227,DT100X,
product_model_400518,400518,product_brand_0000001227,RS100,
product_model_400519,400519,product_brand_0000001227,YL2DX,
product_model_400520,400520,product_brand_0000001227,RXT135,
product_model_400521,400521,product_brand_0000001227,YL2DX,
product_model_400522,400522,product_brand_0000001227,YA6,
product_model_400523,400523,product_brand_0000001227,RS125,
product_model_400524,400524,product_brand_0000001227,RS100,
product_model_400525,400525,product_brand_0000001227,RS100,
product_model_400526,400526,product_brand_0000001227,DT125,
product_model_400528,400528,product_brand_0000001227,DT125,
product_model_400529,400529,product_brand_0000001227,RS100,
product_model_400530,400530,product_brand_0000001227,O1W,
product_model_400531,400531,product_brand_0000001227,DT125 DISC,
product_model_400532,400532,product_brand_0000001227,"DT125, O1W",
product_model_400534,400534,product_brand_0000001227,O1W,
product_model_400535,400535,product_brand_0000001227,RS100,
product_model_400536,400536,product_brand_0000001227,"RS100, DT125,STX,VEGA,RS110",
product_model_400537,400537,product_brand_0000001227,"YL2, DT100X",
product_model_400538,400538,product_brand_0000001227,DT100X,
product_model_400539,400539,product_brand_0000001227,O1W,
product_model_400540,400540,product_brand_0000001227,COMMON,
product_model_400542,400542,product_brand_0000001227,XT225,
product_model_400543,400543,product_brand_0000001227,XT225,
product_model_400544,400544,product_brand_0000001227,XT225,
product_model_400545,400545,product_brand_0000001227,XT250,
product_model_400546,400546,product_brand_0000001227,XT225,
product_model_400547,400547,product_brand_0000001227,XT225,
product_model_400548,400548,product_brand_0000001227,XT250,
product_model_400549,400549,product_brand_0000001227,XT225,
product_model_400550,400550,product_brand_0000001227,XT250,
product_model_400551,400551,product_brand_0000001227,XT225,
product_model_400552,400552,product_brand_0000001227,XT225,
product_model_400553,400553,product_brand_0000001227,XT225,
product_model_400554,400554,product_brand_0000001227,XT225,
product_model_400555,400555,product_brand_0000001227,XT225,
product_model_400556,400556,product_brand_0000001227,DT100X,
product_model_400557,400557,product_brand_0000001227,DT100X,
product_model_400558,400558,product_brand_0000001227,RXT135,
product_model_400559,400559,product_brand_0000001227,DT175,
product_model_400560,400560,product_brand_0000001227,DT175,
product_model_400561,400561,product_brand_0000001227,DT100X,
product_model_400562,400562,product_brand_0000001227,RS125,
product_model_400563,400563,product_brand_0000001227,RP125,
product_model_400564,400564,product_brand_0000001227,RP125,
product_model_400565,400565,product_brand_0000001227,RS100,
product_model_400566,400566,product_brand_0000001227,RXT135,
product_model_400567,400567,product_brand_0000001227,RXT135,
product_model_400568,400568,product_brand_0000001227,RXT135,
product_model_400569,400569,product_brand_0000001227,RXT135,
product_model_400570,400570,product_brand_0000001227,"DT125, O1W",
product_model_400571,400571,product_brand_0000001227,XT225,
product_model_400572,400572,product_brand_0000001227,"DT125, O1W",
product_model_400573,400573,product_brand_0000001227,DTI125G,
product_model_400576,400576,product_brand_0000001227,FORCE 1,
product_model_400578,400578,product_brand_0000001227,STX,
product_model_400579,400579,product_brand_0000001227,STX,
product_model_400580,400580,product_brand_0000001227,"DT125, O1W",
product_model_400581,400581,product_brand_0000001227,COMMON,
product_model_400582,400582,product_brand_0000001227,OIL PUMP,
product_model_400583,400583,product_brand_0000001227,YL2,
product_model_400584,400584,product_brand_0000001227,YL2,
product_model_400585,400585,product_brand_0000001227,"DT125, O1W",
product_model_400586,400586,product_brand_0000001227,COMMON,
product_model_400587,400587,product_brand_0000001227,RS100,
product_model_400588,400588,product_brand_0000001227,RS100,
product_model_400589,400589,product_brand_0000001227,O1W,
product_model_400590,400590,product_brand_0000001227,DT125 DISC,
product_model_400591,400591,product_brand_0000001227,CRYPTON,
product_model_400592,400592,product_brand_0000001227,"CRYPTON R,S",
product_model_400593,400593,product_brand_0000001227,"CRYPTON R,S /RS110",
product_model_400594,400594,product_brand_0000001227,YL2 DX,
product_model_400596,400596,product_brand_0000001227,YL2,
product_model_400597,400597,product_brand_0000001227,YL2,
product_model_400598,400598,product_brand_0000001227,RS100,
product_model_400599,400599,product_brand_0000001227,O1W,
product_model_400600,400600,product_brand_0000001227,DT125,
product_model_400601,400601,product_brand_0000001227,DT100X,
product_model_400602,400602,product_brand_0000001227,DT125,
product_model_400603,400603,product_brand_0000001227,O1W,
product_model_400604,400604,product_brand_0000001227,O1W,
product_model_400605,400605,product_brand_0000001227,O1W,
product_model_400606,400606,product_brand_0000001227,O1W,
product_model_400607,400607,product_brand_0000001227,V50,
product_model_400608,400608,product_brand_0000001227,YG1,
product_model_400610,400610,product_brand_0000001227,V50,
product_model_400611,400611,product_brand_0000001227,"CRYPTON R,Z,S",
product_model_400612,400612,product_brand_0000001227,CRYPTON,
product_model_400613,400613,product_brand_0000001227,CRYPTON,
product_model_400614,400614,product_brand_0000001227,CRYPTON,
product_model_400615,400615,product_brand_0000001227,YL2,
product_model_400616,400616,product_brand_0000001227,"OIW,RXT135",
product_model_400617,400617,product_brand_0000001227,DT DISC,
product_model_400618,400618,product_brand_0000001227,RTX135,
product_model_400619,400619,product_brand_0000001227,"DT125, O1W",
product_model_400620,400620,product_brand_0000001227,O1W,
product_model_400621,400621,product_brand_0000001227,YA7,
product_model_400622,400622,product_brand_0000001227,"CRYPTON, FORCE 1",
product_model_400623,400623,product_brand_0000001227,DT100X,
product_model_400624,400624,product_brand_0000001227,RS100,
product_model_400625,400625,product_brand_0000001227,DT125,
product_model_400626,400626,product_brand_0000001227,COMMON,
product_model_400627,400627,product_brand_0000001227,RXT135,
product_model_400628,400628,product_brand_0000001227,RXT135,
product_model_400629,400629,product_brand_0000001227,RS100,
product_model_400630,400630,product_brand_0000001227,RS100,
product_model_400631,400631,product_brand_0000001227,DT100X,
product_model_400632,400632,product_brand_0000001227,DT100X,
product_model_400633,400633,product_brand_0000001227,RS100,
product_model_400634,400634,product_brand_0000001227,DT100X,
product_model_400635,400635,product_brand_0000001227,DT175S,
product_model_400636,400636,product_brand_0000001227,"DT100, OIU",
product_model_400637,400637,product_brand_0000001227,"COMMON, RS125",
product_model_400638,400638,product_brand_0000001227,RS100,
product_model_400639,400639,product_brand_0000001227,RS100,
product_model_400640,400640,product_brand_0000001227,RXT135,
product_model_400641,400641,product_brand_0000001227,DT125,
product_model_400642,400642,product_brand_0000001227,DT100X,
product_model_400643,400643,product_brand_0000001227,YL2,
product_model_400644,400644,product_brand_0000001227,YL2,
product_model_400645,400645,product_brand_0000001227,RX80,
product_model_400646,400646,product_brand_0000001227,YT115,
product_model_400647,400647,product_brand_0000001227,RX80,
product_model_400650,400650,product_brand_0000001227,RS125,
product_model_400652,400652,product_brand_0000001227,DT125,
product_model_400653,400653,product_brand_0000001227,DT125,
product_model_400655,400655,product_brand_0000001227,DT100X,
product_model_400657,400657,product_brand_0000001227,"DT100, OIU",
product_model_400658,400658,product_brand_0000001227,YL2GF,
product_model_400659,400659,product_brand_0000001227,RXT135,
product_model_400660,400660,product_brand_0000001227,RS100,
product_model_400661,400661,product_brand_0000001227,YL2,
product_model_400662,400662,product_brand_0000001227,COMMON,
product_model_400663,400663,product_brand_0000001227,DT100X,
product_model_400664,400664,product_brand_0000001227,YL2GF,
product_model_400665,400665,product_brand_0000001227,YL2GF,
product_model_400666,400666,product_brand_0000001227,YL2DX,
product_model_400667,400667,product_brand_0000001227,YA7,
product_model_400669,400669,product_brand_0000001227,RX80,
product_model_400670,400670,product_brand_0000001227,DT100X,
product_model_400671,400671,product_brand_0000001227,"DT100, OIU",
product_model_400672,400672,product_brand_0000001227,YL2DH,
product_model_400673,400673,product_brand_0000001227,YL2DX,
product_model_400674,400674,product_brand_0000001227,V50,
product_model_400675,400675,product_brand_0000001227,YL2,
product_model_400676,400676,product_brand_0000001227,RS100,
product_model_400677,400677,product_brand_0000001227,RS100,
product_model_400678,400678,product_brand_0000001227,"YL2DX,RS100",
product_model_400679,400679,product_brand_0000001227,YL2,
product_model_400680,400680,product_brand_0000001227,YT115,
product_model_400681,400681,product_brand_0000001227,O1W,
product_model_400682,400682,product_brand_0000001227,YL2,
product_model_400683,400683,product_brand_0000001227,YL2,
product_model_400684,400684,product_brand_0000001227,O1W,
product_model_400685,400685,product_brand_0000001227,YL2,
product_model_400686,400686,product_brand_0000001227,DT100X,
product_model_400687,400687,product_brand_0000001227,DT125G,
product_model_400688,400688,product_brand_0000001227,RS100,
product_model_400689,400689,product_brand_0000001227,YL2,
product_model_400690,400690,product_brand_0000001227,O1W,
product_model_400691,400691,product_brand_0000001227,COMMON,
product_model_400692,400692,product_brand_0000001227,DT125G,
product_model_400693,400693,product_brand_0000001227,"DT125, O1W",
product_model_400694,400694,product_brand_0000001227,"DT125, O1W",
product_model_400695,400695,product_brand_0000001227,DT125G,
product_model_400696,400696,product_brand_0000001227,DT125G,
product_model_400697,400697,product_brand_0000001227,DT125G,
product_model_400698,400698,product_brand_0000001227,DT125G,
product_model_400699,400699,product_brand_0000001227,DT125G,
product_model_400700,400700,product_brand_0000001227,DT250,
product_model_400701,400701,product_brand_0000001227,YL2,
product_model_400703,400703,product_brand_0000001227,DT125G,
product_model_400704,400704,product_brand_0000001227,DT125G,
product_model_400705,400705,product_brand_0000001227,DT100X,
product_model_400706,400706,product_brand_0000001227,COMMON FOR YAMAHA,
product_model_400707,400707,product_brand_0000001227,COMMON FOR YAMAHA,
product_model_400708,400708,product_brand_0000001227,DT100X,
product_model_400709,400709,product_brand_0000001227,DT125,
product_model_400710,400710,product_brand_0000001227,RP125,
product_model_400712,400712,product_brand_0000001227,RS100,
product_model_400713,400713,product_brand_0000001227,RS100,
product_model_400714,400714,product_brand_0000000004,DT100X/RS100,
product_model_400716,400716,product_brand_0000001227,RS100,
product_model_400717,400717,product_brand_0000001227,RXT135,
product_model_400718,400718,product_brand_0000001227,RS100,
product_model_400719,400719,product_brand_0000001227,"RS, O1W",
product_model_400720,400720,product_brand_0000001227,DT125G,
product_model_400721,400721,product_brand_0000001227,DT OIU,
product_model_400722,400722,product_brand_0000001227,YL2,
product_model_400723,400723,product_brand_0000001227,"RS, YL2",
product_model_400724,400724,product_brand_0000001227,DT125G,
product_model_400725,400725,product_brand_0000001227,V50,
product_model_400726,400726,product_brand_0000001227,CHAPPY,
product_model_400727,400727,product_brand_0000001227,YL2,
product_model_400728,400728,product_brand_0000001227,CHAPPY,
product_model_400729,400729,product_brand_0000001227,DT100X,
product_model_400731,400731,product_brand_0000001227,"DT100, OIU",
product_model_400732,400732,product_brand_0000001227,"DT100, OIU",
product_model_400733,400733,product_brand_0000001227,DT175,
product_model_400734,400734,product_brand_0000001227,YL2GF,
product_model_400735,400735,product_brand_0000001227,RX80,
product_model_400736,400736,product_brand_0000001227,RX80,
product_model_400737,400737,product_brand_0000001227,YL2 DH,
product_model_400738,400738,product_brand_0000001227,RX80,
product_model_400739,400739,product_brand_0000001227,"FS80, YGI",
product_model_400740,400740,product_brand_0000001227,"FS80, YGI",
product_model_400741,400741,product_brand_0000001227,YL2 DH,
product_model_400742,400742,product_brand_0000001227,RX100,
product_model_400743,400743,product_brand_0000001227,MA50,
product_model_400744,400744,product_brand_0000001227,V50,
product_model_400745,400745,product_brand_0000001227,YZ,
product_model_400746,400746,product_brand_0000001227,YL2,
product_model_400747,400747,product_brand_0000001227,DT100X,
product_model_400748,400748,product_brand_0000001227,DT100X,
product_model_400750,400750,product_brand_0000001227,O1W,
product_model_400753,400753,product_brand_0000001227,RS100,
product_model_400754,400754,product_brand_0000001227,"DT125, O1W",
product_model_400755,400755,product_brand_0000001227,O1W,
product_model_400756,400756,product_brand_0000001227,"XT225, DT125 DISC",
product_model_400757,400757,product_brand_0000001227,"DT125 DISC,STX",
product_model_400758,400758,product_brand_0000001227,DT125(5 HOLES),
product_model_400759,400759,product_brand_0000001227,DT125 G,
product_model_400760,400760,product_brand_0000001227,YL2 DH,
product_model_400762,400762,product_brand_0000001227,YL2,
product_model_400763,400763,product_brand_0000001227,COMMON,
product_model_400764,400764,product_brand_0000001227,COMMON,
product_model_400765,400765,product_brand_0000001227,DT100X,
product_model_400766,400766,product_brand_0000001227,RS125,
product_model_400767,400767,product_brand_0000001227,YL2,
product_model_400768,400768,product_brand_0000001227,YL2,
product_model_400769,400769,product_brand_0000001227,RX135,
product_model_400770,400770,product_brand_0000001227,DT100X,
product_model_400771,400771,product_brand_0000001227,YA7,
product_model_400772,400772,product_brand_0000001227,RS100,
product_model_400775,400775,product_brand_0000001227,RS100,
product_model_400776,400776,product_brand_0000001227,RS125,
product_model_400777,400777,product_brand_0000001227,FORCE 1,
product_model_400778,400778,product_brand_0000001227,,
product_model_400779,400779,product_brand_0000001227,RXT135,
product_model_400780,400780,product_brand_0000001227,V50,
product_model_400781,400781,product_brand_0000001227,V50,
product_model_400782,400782,product_brand_0000001227,DT125G,
product_model_400784,400784,product_brand_0000001227,DT O1W,
product_model_400785,400785,product_brand_0000001227,RS100,
product_model_400786,400786,product_brand_0000001227,FORCE 1,
product_model_400787,400787,product_brand_0000001227,DT125G,
product_model_400788,400788,product_brand_0000001227,DT100X,
product_model_400789,400789,product_brand_0000001227,RS100,
product_model_400790,400790,product_brand_0000001227,RS100,
product_model_400791,400791,product_brand_0000001227,DT125G,
product_model_400792,400792,product_brand_0000001227,COMMON,
product_model_400793,400793,product_brand_0000001227,"DT125, O1W",
product_model_400794,400794,product_brand_0000001227,"YA6,YA7",
product_model_400795,400795,product_brand_0000001227,XT225,
product_model_400796,400796,product_brand_0000001227,"DT125, O1W",
product_model_400797,400797,product_brand_0000001227,YA7,
product_model_400798,400798,product_brand_0000001227,XT225,
product_model_400799,400799,product_brand_0000001227,XT225,
product_model_400800,400800,product_brand_0000001227,RS100,
product_model_400801,400801,product_brand_0000001227,RS100,
product_model_400802,400802,product_brand_0000001227,YL2,
product_model_400803,400803,product_brand_0000001227,"RS100, DT100X",
product_model_400804,400804,product_brand_0000001227,YL2DX,
product_model_400805,400805,product_brand_0000001227,YL2DX,
product_model_400806,400806,product_brand_0000001227,YL2GF,
product_model_400808,400808,product_brand_0000001227,"DT125, O1W",
product_model_400809,400809,product_brand_0000001227,"DT125, O1W",
product_model_400810,400810,product_brand_0000001227,DT100X,
product_model_400811,400811,product_brand_0000001227,STX125 OLD,
product_model_400813,400813,product_brand_0000001227,STX,
product_model_400814,400814,product_brand_0000001227,STX,
